"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG"
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-09-04",,,"2.44",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-09-05",,,"0.02",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-09-07",,,"0.85",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-09-16",,,"0.24",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-09-17",,,"0.11",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-12",,,"0.02",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-14",,,"0.16",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-17",,,"0.01",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-25",,,"0.19",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-28",,,"0.31",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-10-29",,,"0.64",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-01",,,"0.22",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-02",,,"0.58",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-05",,,"0.48",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-12",,,"0.10",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-15",,,"1.73",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-19",,,"0.46",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-20",,,"1.45",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-22",,,"0.74",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-23",,,"1.37",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-25",,,"1.11","0.0",,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-26",,,"1.43",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-11-27",,,"0.22",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-12",,,"0.36",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-15",,,"0.16","0.0",,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-17",,,"0.25",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-20",,,"1.21",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-29",,,"0.01",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2022-12-30",,,"3.85",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-08",,,"1.26",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-21",,,"0.24",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-22",,,"0.44",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-24",,,"0.03",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-25",,,"1.08",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-29",,,"0.35",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-30",,,"0.21",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-01-31",,,"0.05",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-01",,,"0.04",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-02",,,"0.56",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-03",,,"0.01",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-09",,,"0.56",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-15",,,"0.03",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-02-23",,,"0.05",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-17",,,"1.83","0.0",,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-18",,,"0.24",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-19",,,"0.03",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-21",,,"0.00",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-25",,,"0.06",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-27",,,"0.02",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-03-28",,,"0.40",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-06",,,"0.08",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-07",,,"1.33",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-08",,,"0.67",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-16",,,"0.04",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-21",,,"3.18",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-24",,,"0.37","0.0",,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-25",,,"0.05",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-27",,,"0.47",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-28",,,"0.29",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-04-29",,,"0.45",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-05-08",,,"0.03","0.0",,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-05-10",,,"0.33",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-05-11",,,"1.40",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-05-14",,,"1.83",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-05-15",,,"1.80",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-06-04",,,"0.04",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-06-09",,,"0.89",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-06-11",,,"0.31",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-06-22",,,"0.32",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-04",,,"0.09",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-06",,,"0.04",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-07",,,"0.42",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-08",,,"1.16",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-23",,,"0.72",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-24",,,"0.00",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-25",,,"0.11",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-07-27",,,"0.74",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-08-22",,,"0.11",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-08-23",,,"0.03",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-05",,,"0.07",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-09",,,"0.03",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-10",,,"0.02",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-14",,,"0.43",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-15",,,"0.23",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-16",,,"2.13",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-26",,,"0.44",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-28",,,"0.06",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-09-30",,,"0.02",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-10-03",,,"0.68",,,
"US1TXGV0018","GALVESTON 6.4 NE, TX US","2023-10-04",,,"1.12",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-02",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-08",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-09",,,"0.06",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-10",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-15",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-17",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-18",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-20",,,"1.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-21",,,"0.12",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-24",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-25",,,"0.73",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-26",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-29",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-30",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-01-31",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-01",,,"1.18",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-02",,,"0.04",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-03",,,"0.75",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-04",,,"0.10",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-05",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-11",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-15",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-16",,,"0.04",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-17",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-18",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-21",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-24",,,"0.08",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-25",,,"0.10",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-26",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-27",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-02-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-01",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-07",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-08",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-09",,,"0.12",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-10",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-11",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-15",,,"0.40",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-16",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-17",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-18",,,"0.04",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-21",,,"0.01",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-22",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-23",,,"0.56",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-25",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-26",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-27",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-29",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-30",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-03-31",,,"0.32",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-05",,,"0.11",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-06",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-11",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-12",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-13",,,"0.04",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-14",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-15",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-17",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-18",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-21",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-25",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-26",,,"1.68",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-29",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-04-30",,,"0.00","0.0",,
